Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,21,CHI,NBA,SG,82,3,24.4,5.3,12.9,0.411,1.6,4.0,0.405,3.7,8.8,0.414,0.474,2.8,3.3,0.863,0.7,2.0,2.6,2.0,0.6,0.1,2.3,2.7,15.1,ROY-26MOY-1
